CCAA,INFRACCIÓN,AÑO,EDAD,SEXO,VICTIMAS
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. PÚBLICA,2013,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. JUSTICIA,2013,65+,FEMENINO,4
NAVARRA (COMUNIDAD FORAL DE),ORDEN PÚBLICO,2013,65+,FEMENINO,7
NAVARRA (COMUNIDAD FORAL DE),LEGISLACIÓN ESPECIAL,2013,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),OTRAS INFRACCIONES PENALES,2013,65+,FEMENINO,0
PAÍS VASCO,CONTRA LAS PERSONAS,2013,65+,FEMENINO,2
PAÍS VASCO,CONTRA LA LIBERTAD,2013,65+,FEMENINO,0
PAÍS VASCO,LIBERTAD SEXUAL,2013,65+,FEMENINO,0
PAÍS VASCO,RELACIONES FAMILIARES,2013,65+,FEMENINO,0
PAÍS VASCO,PATRIMONIO,2013,65+,FEMENINO,0
PAÍS VASCO,SEGURIDAD COLECTIVA,2013,65+,FEMENINO,0
PAÍS VASCO,FALSEDADES,2013,65+,FEMENINO,0
PAÍS VASCO,ADMÓN. PÚBLICA,2013,65+,FEMENINO,0
PAÍS VASCO,ADMÓN. JUSTICIA,2013,65+,FEMENINO,0
PAÍS VASCO,ORDEN PÚBLICO,2013,65+,FEMENINO,1
PAÍS VASCO,LEGISLACIÓN ESPECIAL,2013,65+,FEMENINO,0
PAÍS VASCO,OTRAS INFRACCIONES PENALES,2013,65+,FEMENINO,0
RIOJA (LA),CONTRA LAS PERSONAS,2013,65+,FEMENINO,1
RIOJA (LA),CONTRA LA LIBERTAD,2013,65+,FEMENINO,0
RIOJA (LA),LIBERTAD SEXUAL,2013,65+,FEMENINO,0
RIOJA (LA),RELACIONES FAMILIARES,2013,65+,FEMENINO,0
RIOJA (LA),PATRIMONIO,2013,65+,FEMENINO,1
RIOJA (LA),SEGURIDAD COLECTIVA,2013,65+,FEMENINO,0
RIOJA (LA),FALSEDADES,2013,65+,FEMENINO,0
RIOJA (LA),ADMÓN. PÚBLICA,2013,65+,FEMENINO,0
RIOJA (LA),ADMÓN. JUSTICIA,2013,65+,FEMENINO,0
RIOJA (LA),ORDEN PÚBLICO,2013,65+,FEMENINO,2
RIOJA (LA),LEGISLACIÓN ESPECIAL,2013,65+,FEMENINO,0
RIOJA (LA),OTRAS INFRACCIONES PENALES,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LAS PERSONAS,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LA LIBERTAD,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,LIBERTAD SEXUAL,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,RELACIONES FAMILIARES,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,PATRIMONIO,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,SEGURIDAD COLECTIVA,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2013,65+,FEMENINO,2
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,RELACIONES FAMILIARES,2013,65+,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,PATRIMONIO,2013,65+,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,SEGURIDAD COLECTIVA,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,FALSEDADES,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. PÚBLICA,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. JUSTICIA,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2013,65+,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2013,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2013,65+,FEMENINO,0
EXTRANJERA,CONTRA LAS PERSONAS,2013,65+,FEMENINO,0
EXTRANJERA,CONTRA LA LIBERTAD,2013,65+,FEMENINO,1
EXTRANJERA,LIBERTAD SEXUAL,2013,65+,FEMENINO,1
EXTRANJERA,RELACIONES FAMILIARES,2013,65+,FEMENINO,0
EXTRANJERA,PATRIMONIO,2013,65+,FEMENINO,9
EXTRANJERA,SEGURIDAD COLECTIVA,2013,65+,FEMENINO,0
EXTRANJERA,FALSEDADES,2013,65+,FEMENINO,0
EXTRANJERA,ADMÓN. PÚBLICA,2013,65+,FEMENINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2013,65+,FEMENINO,0
EXTRANJERA,ORDEN PÚBLICO,2013,65+,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2013,65+,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2013,65+,FEMENINO,0
DESCONOCIDA,CONTRA LAS PERSONAS,2013,65+,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2013,65+,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2013,65+,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2013,65+,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2013,65+,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2013,65+,FEMENINO,0
DESCONOCIDA,FALSEDADES,2013,65+,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2013,65+,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2013,65+,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2013,65+,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2013,65+,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2013,65+,FEMENINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,63
ANDALUCÍA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,19
ANDALUCÍA,LIBERTAD SEXUAL,2014,65+,FEMENINO,17
ANDALUCÍA,RELACIONES FAMILIARES,2014,65+,FEMENINO,5
ANDALUCÍA,PATRIMONIO,2014,65+,FEMENINO,169
ANDALUCÍA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,1
ANDALUCÍA,FALSEDADES,2014,65+,FEMENINO,1
ANDALUCÍA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
ANDALUCÍA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,16
ANDALUCÍA,ORDEN PÚBLICO,2014,65+,FEMENINO,56
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,5
ARAGÓN,CONTRA LAS PERSONAS,2014,65+,FEMENINO,3
ARAGÓN,CONTRA LA LIBERTAD,2014,65+,FEMENINO,1
ARAGÓN,LIBERTAD SEXUAL,2014,65+,FEMENINO,0
ARAGÓN,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
ARAGÓN,PATRIMONIO,2014,65+,FEMENINO,7
ARAGÓN,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
ARAGÓN,FALSEDADES,2014,65+,FEMENINO,0
ARAGÓN,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
ARAGÓN,ADMÓN. JUSTICIA,2014,65+,FEMENINO,1
ARAGÓN,ORDEN PÚBLICO,2014,65+,FEMENINO,4
ARAGÓN,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2014,65+,FEMENINO,4
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2014,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2014,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2014,65+,FEMENINO,1
ASTURIAS (PRINCIPADO DE),PATRIMONIO,2014,65+,FEMENINO,3
ASTURIAS (PRINCIPADO DE),SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),FALSEDADES,2014,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. JUSTICIA,2014,65+,FEMENINO,1
ASTURIAS (PRINCIPADO DE),ORDEN PÚBLICO,2014,65+,FEMENINO,7
ASTURIAS (PRINCIPADO DE),LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
BALEARS (ILLES),CONTRA LAS PERSONAS,2014,65+,FEMENINO,22
BALEARS (ILLES),CONTRA LA LIBERTAD,2014,65+,FEMENINO,5
BALEARS (ILLES),LIBERTAD SEXUAL,2014,65+,FEMENINO,8
BALEARS (ILLES),RELACIONES FAMILIARES,2014,65+,FEMENINO,0
BALEARS (ILLES),PATRIMONIO,2014,65+,FEMENINO,33
BALEARS (ILLES),SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
BALEARS (ILLES),FALSEDADES,2014,65+,FEMENINO,0
BALEARS (ILLES),ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
BALEARS (ILLES),ADMÓN. JUSTICIA,2014,65+,FEMENINO,4
BALEARS (ILLES),ORDEN PÚBLICO,2014,65+,FEMENINO,33
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,3
CANARIAS,CONTRA LAS PERSONAS,2014,65+,FEMENINO,11
CANARIAS,CONTRA LA LIBERTAD,2014,65+,FEMENINO,2
CANARIAS,LIBERTAD SEXUAL,2014,65+,FEMENINO,1
CANARIAS,RELACIONES FAMILIARES,2014,65+,FEMENINO,1
CANARIAS,PATRIMONIO,2014,65+,FEMENINO,11
CANARIAS,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,2
CANARIAS,FALSEDADES,2014,65+,FEMENINO,0
CANARIAS,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
CANARIAS,ADMÓN. JUSTICIA,2014,65+,FEMENINO,2
CANARIAS,ORDEN PÚBLICO,2014,65+,FEMENINO,17
CANARIAS,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
CANARIAS,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,1
CANTABRIA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,5
CANTABRIA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,0
CANTABRIA,LIBERTAD SEXUAL,2014,65+,FEMENINO,0
CANTABRIA,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
CANTABRIA,PATRIMONIO,2014,65+,FEMENINO,17
CANTABRIA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
CANTABRIA,FALSEDADES,2014,65+,FEMENINO,0
CANTABRIA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
CANTABRIA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,0
CANTABRIA,ORDEN PÚBLICO,2014,65+,FEMENINO,6
CANTABRIA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
CANTABRIA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
CASTILLA Y LEÓN,CONTRA LAS PERSONAS,2014,65+,FEMENINO,25
CASTILLA Y LEÓN,CONTRA LA LIBERTAD,2014,65+,FEMENINO,2
CASTILLA Y LEÓN,LIBERTAD SEXUAL,2014,65+,FEMENINO,9
CASTILLA Y LEÓN,RELACIONES FAMILIARES,2014,65+,FEMENINO,1
CASTILLA Y LEÓN,PATRIMONIO,2014,65+,FEMENINO,14
CASTILLA Y LEÓN,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
CASTILLA Y LEÓN,FALSEDADES,2014,65+,FEMENINO,1
CASTILLA Y LEÓN,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
CASTILLA Y LEÓN,ADMÓN. JUSTICIA,2014,65+,FEMENINO,5
CASTILLA Y LEÓN,ORDEN PÚBLICO,2014,65+,FEMENINO,10
CASTILLA Y LEÓN,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
CASTILLA Y LEÓN,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,1
CASTILLA - LA MANCHA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,3
CASTILLA - LA MANCHA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,1
CASTILLA - LA MANCHA,LIBERTAD SEXUAL,2014,65+,FEMENINO,3
CASTILLA - LA MANCHA,RELACIONES FAMILIARES,2014,65+,FEMENINO,2
CASTILLA - LA MANCHA,PATRIMONIO,2014,65+,FEMENINO,22
CASTILLA - LA MANCHA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
CASTILLA - LA MANCHA,FALSEDADES,2014,65+,FEMENINO,0
CASTILLA - LA MANCHA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
CASTILLA - LA MANCHA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,2
CASTILLA - LA MANCHA,ORDEN PÚBLICO,2014,65+,FEMENINO,12
CASTILLA - LA MANCHA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
CASTILLA - LA MANCHA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,2
CATALUÑA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,2
CATALUÑA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,1
CATALUÑA,LIBERTAD SEXUAL,2014,65+,FEMENINO,1
CATALUÑA,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
CATALUÑA,PATRIMONIO,2014,65+,FEMENINO,3
CATALUÑA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
CATALUÑA,FALSEDADES,2014,65+,FEMENINO,0
CATALUÑA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
CATALUÑA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,0
CATALUÑA,ORDEN PÚBLICO,2014,65+,FEMENINO,4
CATALUÑA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
CATALUÑA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,4
COMUNITAT VALENCIANA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,44
COMUNITAT VALENCIANA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,8
COMUNITAT VALENCIANA,LIBERTAD SEXUAL,2014,65+,FEMENINO,13
COMUNITAT VALENCIANA,RELACIONES FAMILIARES,2014,65+,FEMENINO,1
COMUNITAT VALENCIANA,PATRIMONIO,2014,65+,FEMENINO,71
COMUNITAT VALENCIANA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
COMUNITAT VALENCIANA,FALSEDADES,2014,65+,FEMENINO,1
COMUNITAT VALENCIANA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
COMUNITAT VALENCIANA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,2
COMUNITAT VALENCIANA,ORDEN PÚBLICO,2014,65+,FEMENINO,91
COMUNITAT VALENCIANA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
COMUNITAT VALENCIANA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
EXTREMADURA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,26
EXTREMADURA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,2
EXTREMADURA,LIBERTAD SEXUAL,2014,65+,FEMENINO,0
EXTREMADURA,RELACIONES FAMILIARES,2014,65+,FEMENINO,9
EXTREMADURA,PATRIMONIO,2014,65+,FEMENINO,10
EXTREMADURA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
EXTREMADURA,FALSEDADES,2014,65+,FEMENINO,0
EXTREMADURA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
EXTREMADURA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,4
EXTREMADURA,ORDEN PÚBLICO,2014,65+,FEMENINO,7
EXTREMADURA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
EXTREMADURA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
GALICIA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,11
GALICIA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,1
GALICIA,LIBERTAD SEXUAL,2014,65+,FEMENINO,5
GALICIA,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
GALICIA,PATRIMONIO,2014,65+,FEMENINO,13
GALICIA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
GALICIA,FALSEDADES,2014,65+,FEMENINO,1
GALICIA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
GALICIA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,1
GALICIA,ORDEN PÚBLICO,2014,65+,FEMENINO,24
GALICIA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
GALICIA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,1
MADRID (COMUNIDAD DE),CONTRA LAS PERSONAS,2014,65+,FEMENINO,37
MADRID (COMUNIDAD DE),CONTRA LA LIBERTAD,2014,65+,FEMENINO,10
MADRID (COMUNIDAD DE),LIBERTAD SEXUAL,2014,65+,FEMENINO,8
MADRID (COMUNIDAD DE),RELACIONES FAMILIARES,2014,65+,FEMENINO,2
MADRID (COMUNIDAD DE),PATRIMONIO,2014,65+,FEMENINO,43
MADRID (COMUNIDAD DE),SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
MADRID (COMUNIDAD DE),FALSEDADES,2014,65+,FEMENINO,2
MADRID (COMUNIDAD DE),ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
MADRID (COMUNIDAD DE),ADMÓN. JUSTICIA,2014,65+,FEMENINO,4
MADRID (COMUNIDAD DE),ORDEN PÚBLICO,2014,65+,FEMENINO,79
MADRID (COMUNIDAD DE),LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
MADRID (COMUNIDAD DE),OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,4
MURCIA (REGIÓN DE),CONTRA LAS PERSONAS,2014,65+,FEMENINO,6
MURCIA (REGIÓN DE),CONTRA LA LIBERTAD,2014,65+,FEMENINO,0
MURCIA (REGIÓN DE),LIBERTAD SEXUAL,2014,65+,FEMENINO,3
MURCIA (REGIÓN DE),RELACIONES FAMILIARES,2014,65+,FEMENINO,1
MURCIA (REGIÓN DE),PATRIMONIO,2014,65+,FEMENINO,11
MURCIA (REGIÓN DE),SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
MURCIA (REGIÓN DE),FALSEDADES,2014,65+,FEMENINO,0
MURCIA (REGIÓN DE),ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
MURCIA (REGIÓN DE),ADMÓN. JUSTICIA,2014,65+,FEMENINO,1
MURCIA (REGIÓN DE),ORDEN PÚBLICO,2014,65+,FEMENINO,7
MURCIA (REGIÓN DE),LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
MURCIA (REGIÓN DE),OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),CONTRA LAS PERSONAS,2014,65+,FEMENINO,18
NAVARRA (COMUNIDAD FORAL DE),CONTRA LA LIBERTAD,2014,65+,FEMENINO,3
NAVARRA (COMUNIDAD FORAL DE),LIBERTAD SEXUAL,2014,65+,FEMENINO,1
NAVARRA (COMUNIDAD FORAL DE),RELACIONES FAMILIARES,2014,65+,FEMENINO,3
NAVARRA (COMUNIDAD FORAL DE),PATRIMONIO,2014,65+,FEMENINO,66
NAVARRA (COMUNIDAD FORAL DE),SEGURIDAD COLECTIVA,2014,65+,FEMENINO,2
NAVARRA (COMUNIDAD FORAL DE),FALSEDADES,2014,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. JUSTICIA,2014,65+,FEMENINO,3
NAVARRA (COMUNIDAD FORAL DE),ORDEN PÚBLICO,2014,65+,FEMENINO,9
NAVARRA (COMUNIDAD FORAL DE),LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
PAÍS VASCO,CONTRA LAS PERSONAS,2014,65+,FEMENINO,0
PAÍS VASCO,CONTRA LA LIBERTAD,2014,65+,FEMENINO,0
PAÍS VASCO,LIBERTAD SEXUAL,2014,65+,FEMENINO,2
PAÍS VASCO,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
PAÍS VASCO,PATRIMONIO,2014,65+,FEMENINO,1
PAÍS VASCO,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
PAÍS VASCO,FALSEDADES,2014,65+,FEMENINO,0
PAÍS VASCO,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
PAÍS VASCO,ADMÓN. JUSTICIA,2014,65+,FEMENINO,0
PAÍS VASCO,ORDEN PÚBLICO,2014,65+,FEMENINO,0
PAÍS VASCO,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
PAÍS VASCO,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
RIOJA (LA),CONTRA LAS PERSONAS,2014,65+,FEMENINO,0
RIOJA (LA),CONTRA LA LIBERTAD,2014,65+,FEMENINO,0
RIOJA (LA),LIBERTAD SEXUAL,2014,65+,FEMENINO,0
RIOJA (LA),RELACIONES FAMILIARES,2014,65+,FEMENINO,0
RIOJA (LA),PATRIMONIO,2014,65+,FEMENINO,0
RIOJA (LA),SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
RIOJA (LA),FALSEDADES,2014,65+,FEMENINO,0
RIOJA (LA),ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
RIOJA (LA),ADMÓN. JUSTICIA,2014,65+,FEMENINO,0
RIOJA (LA),ORDEN PÚBLICO,2014,65+,FEMENINO,7
RIOJA (LA),LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
RIOJA (LA),OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,1
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,1
CIUDAD AUTÓNOMA DE CEUTA,LIBERTAD SEXUAL,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,PATRIMONIO,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2014,65+,FEMENINO,2
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,2
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,PATRIMONIO,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,FALSEDADES,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2014,65+,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,1
EXTRANJERA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,0
EXTRANJERA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,1
EXTRANJERA,LIBERTAD SEXUAL,2014,65+,FEMENINO,0
EXTRANJERA,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
EXTRANJERA,PATRIMONIO,2014,65+,FEMENINO,6
EXTRANJERA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
EXTRANJERA,FALSEDADES,2014,65+,FEMENINO,0
EXTRANJERA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,0
EXTRANJERA,ORDEN PÚBLICO,2014,65+,FEMENINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,3
DESCONOCIDA,CONTRA LAS PERSONAS,2014,65+,FEMENINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2014,65+,FEMENINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2014,65+,FEMENINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2014,65+,FEMENINO,0
DESCONOCIDA,PATRIMONIO,2014,65+,FEMENINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2014,65+,FEMENINO,0
DESCONOCIDA,FALSEDADES,2014,65+,FEMENINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2014,65+,FEMENINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2014,65+,FEMENINO,0
DESCONOCIDA,ORDEN PÚBLICO,2014,65+,FEMENINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2014,65+,FEMENINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2014,65+,FEMENINO,0
