CCAA,INFRACCIÓN,AÑO,EDAD,SEXO,VICTIMAS
MADRID (COMUNIDAD DE),CONTRA LA LIBERTAD,2016,65+,MASCULINO,465
MADRID (COMUNIDAD DE),LIBERTAD SEXUAL,2016,65+,MASCULINO,1
MADRID (COMUNIDAD DE),RELACIONES FAMILIARES,2016,65+,MASCULINO,4
MADRID (COMUNIDAD DE),PATRIMONIO,2016,65+,MASCULINO,12961
MADRID (COMUNIDAD DE),SEGURIDAD COLECTIVA,2016,65+,MASCULINO,22
MADRID (COMUNIDAD DE),FALSEDADES,2016,65+,MASCULINO,77
MADRID (COMUNIDAD DE),ADMÓN. PÚBLICA,2016,65+,MASCULINO,2
MADRID (COMUNIDAD DE),ADMÓN. JUSTICIA,2016,65+,MASCULINO,40
MADRID (COMUNIDAD DE),ORDEN PÚBLICO,2016,65+,MASCULINO,1094
MADRID (COMUNIDAD DE),LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
MADRID (COMUNIDAD DE),OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,23
MURCIA (REGIÓN DE),CONTRA LAS PERSONAS,2016,65+,MASCULINO,147
MURCIA (REGIÓN DE),CONTRA LA LIBERTAD,2016,65+,MASCULINO,121
MURCIA (REGIÓN DE),LIBERTAD SEXUAL,2016,65+,MASCULINO,1
MURCIA (REGIÓN DE),RELACIONES FAMILIARES,2016,65+,MASCULINO,0
MURCIA (REGIÓN DE),PATRIMONIO,2016,65+,MASCULINO,1807
MURCIA (REGIÓN DE),SEGURIDAD COLECTIVA,2016,65+,MASCULINO,4
MURCIA (REGIÓN DE),FALSEDADES,2016,65+,MASCULINO,24
MURCIA (REGIÓN DE),ADMÓN. PÚBLICA,2016,65+,MASCULINO,0
MURCIA (REGIÓN DE),ADMÓN. JUSTICIA,2016,65+,MASCULINO,10
MURCIA (REGIÓN DE),ORDEN PÚBLICO,2016,65+,MASCULINO,18
MURCIA (REGIÓN DE),LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
MURCIA (REGIÓN DE),OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,11
NAVARRA (COMUNIDAD FORAL DE),CONTRA LAS PERSONAS,2016,65+,MASCULINO,28
NAVARRA (COMUNIDAD FORAL DE),CONTRA LA LIBERTAD,2016,65+,MASCULINO,89
NAVARRA (COMUNIDAD FORAL DE),LIBERTAD SEXUAL,2016,65+,MASCULINO,1
NAVARRA (COMUNIDAD FORAL DE),RELACIONES FAMILIARES,2016,65+,MASCULINO,1
NAVARRA (COMUNIDAD FORAL DE),PATRIMONIO,2016,65+,MASCULINO,596
NAVARRA (COMUNIDAD FORAL DE),SEGURIDAD COLECTIVA,2016,65+,MASCULINO,2
NAVARRA (COMUNIDAD FORAL DE),FALSEDADES,2016,65+,MASCULINO,8
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. PÚBLICA,2016,65+,MASCULINO,1
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. JUSTICIA,2016,65+,MASCULINO,6
NAVARRA (COMUNIDAD FORAL DE),ORDEN PÚBLICO,2016,65+,MASCULINO,16
NAVARRA (COMUNIDAD FORAL DE),LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
NAVARRA (COMUNIDAD FORAL DE),OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,11
PAÍS VASCO,CONTRA LAS PERSONAS,2016,65+,MASCULINO,2
PAÍS VASCO,CONTRA LA LIBERTAD,2016,65+,MASCULINO,2
PAÍS VASCO,LIBERTAD SEXUAL,2016,65+,MASCULINO,0
PAÍS VASCO,RELACIONES FAMILIARES,2016,65+,MASCULINO,0
PAÍS VASCO,PATRIMONIO,2016,65+,MASCULINO,24
PAÍS VASCO,SEGURIDAD COLECTIVA,2016,65+,MASCULINO,0
PAÍS VASCO,FALSEDADES,2016,65+,MASCULINO,4
PAÍS VASCO,ADMÓN. PÚBLICA,2016,65+,MASCULINO,0
PAÍS VASCO,ADMÓN. JUSTICIA,2016,65+,MASCULINO,0
PAÍS VASCO,ORDEN PÚBLICO,2016,65+,MASCULINO,3
PAÍS VASCO,LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
PAÍS VASCO,OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,1
RIOJA (LA),CONTRA LAS PERSONAS,2016,65+,MASCULINO,27
RIOJA (LA),CONTRA LA LIBERTAD,2016,65+,MASCULINO,12
RIOJA (LA),LIBERTAD SEXUAL,2016,65+,MASCULINO,0
RIOJA (LA),RELACIONES FAMILIARES,2016,65+,MASCULINO,0
RIOJA (LA),PATRIMONIO,2016,65+,MASCULINO,214
RIOJA (LA),SEGURIDAD COLECTIVA,2016,65+,MASCULINO,0
RIOJA (LA),FALSEDADES,2016,65+,MASCULINO,1
RIOJA (LA),ADMÓN. PÚBLICA,2016,65+,MASCULINO,0
RIOJA (LA),ADMÓN. JUSTICIA,2016,65+,MASCULINO,2
RIOJA (LA),ORDEN PÚBLICO,2016,65+,MASCULINO,0
RIOJA (LA),LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
RIOJA (LA),OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,2
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LAS PERSONAS,2016,65+,MASCULINO,3
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LA LIBERTAD,2016,65+,MASCULINO,6
CIUDAD AUTÓNOMA DE CEUTA,LIBERTAD SEXUAL,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE CEUTA,RELACIONES FAMILIARES,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE CEUTA,PATRIMONIO,2016,65+,MASCULINO,4
CIUDAD AUTÓNOMA DE CEUTA,SEGURIDAD COLECTIVA,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,1
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2016,65+,MASCULINO,10
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2016,65+,MASCULINO,6
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE MELILLA,RELACIONES FAMILIARES,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE MELILLA,PATRIMONIO,2016,65+,MASCULINO,70
CIUDAD AUTÓNOMA DE MELILLA,SEGURIDAD COLECTIVA,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE MELILLA,FALSEDADES,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. PÚBLICA,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE MELILLA,ADMÓN. JUSTICIA,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE MELILLA,ORDEN PÚBLICO,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE MELILLA,LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
CIUDAD AUTÓNOMA DE MELILLA,OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,0
EXTRANJERA,CONTRA LAS PERSONAS,2016,65+,MASCULINO,0
EXTRANJERA,CONTRA LA LIBERTAD,2016,65+,MASCULINO,12
EXTRANJERA,LIBERTAD SEXUAL,2016,65+,MASCULINO,0
EXTRANJERA,RELACIONES FAMILIARES,2016,65+,MASCULINO,1
EXTRANJERA,PATRIMONIO,2016,65+,MASCULINO,635
EXTRANJERA,SEGURIDAD COLECTIVA,2016,65+,MASCULINO,0
EXTRANJERA,FALSEDADES,2016,65+,MASCULINO,4
EXTRANJERA,ADMÓN. PÚBLICA,2016,65+,MASCULINO,0
EXTRANJERA,ADMÓN. JUSTICIA,2016,65+,MASCULINO,0
EXTRANJERA,ORDEN PÚBLICO,2016,65+,MASCULINO,0
EXTRANJERA,LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
EXTRANJERA,OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,0
DESCONOCIDA,CONTRA LAS PERSONAS,2016,65+,MASCULINO,0
DESCONOCIDA,CONTRA LA LIBERTAD,2016,65+,MASCULINO,0
DESCONOCIDA,LIBERTAD SEXUAL,2016,65+,MASCULINO,0
DESCONOCIDA,RELACIONES FAMILIARES,2016,65+,MASCULINO,0
DESCONOCIDA,PATRIMONIO,2016,65+,MASCULINO,0
DESCONOCIDA,SEGURIDAD COLECTIVA,2016,65+,MASCULINO,0
DESCONOCIDA,FALSEDADES,2016,65+,MASCULINO,0
DESCONOCIDA,ADMÓN. PÚBLICA,2016,65+,MASCULINO,0
DESCONOCIDA,ADMÓN. JUSTICIA,2016,65+,MASCULINO,0
DESCONOCIDA,ORDEN PÚBLICO,2016,65+,MASCULINO,0
DESCONOCIDA,LEGISLACIÓN ESPECIAL,2016,65+,MASCULINO,0
DESCONOCIDA,OTRAS INFRACCIONES PENALES,2016,65+,MASCULINO,0
ANDALUCÍA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,1274
ANDALUCÍA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,222
ANDALUCÍA,LIBERTAD SEXUAL,2010,65+,FEMENINO,11
ANDALUCÍA,RELACIONES FAMILIARES,2010,65+,FEMENINO,11
ANDALUCÍA,PATRIMONIO,2010,65+,FEMENINO,8143
ANDALUCÍA,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,5
ANDALUCÍA,FALSEDADES,2010,65+,FEMENINO,23
ANDALUCÍA,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
ANDALUCÍA,ADMÓN. JUSTICIA,2010,65+,FEMENINO,123
ANDALUCÍA,ORDEN PÚBLICO,2010,65+,FEMENINO,4
ANDALUCÍA,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
ANDALUCÍA,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,6
ARAGÓN,CONTRA LAS PERSONAS,2010,65+,FEMENINO,140
ARAGÓN,CONTRA LA LIBERTAD,2010,65+,FEMENINO,21
ARAGÓN,LIBERTAD SEXUAL,2010,65+,FEMENINO,1
ARAGÓN,RELACIONES FAMILIARES,2010,65+,FEMENINO,0
ARAGÓN,PATRIMONIO,2010,65+,FEMENINO,942
ARAGÓN,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,3
ARAGÓN,FALSEDADES,2010,65+,FEMENINO,5
ARAGÓN,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
ARAGÓN,ADMÓN. JUSTICIA,2010,65+,FEMENINO,10
ARAGÓN,ORDEN PÚBLICO,2010,65+,FEMENINO,0
ARAGÓN,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
ARAGÓN,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),CONTRA LAS PERSONAS,2010,65+,FEMENINO,174
ASTURIAS (PRINCIPADO DE),CONTRA LA LIBERTAD,2010,65+,FEMENINO,20
ASTURIAS (PRINCIPADO DE),LIBERTAD SEXUAL,2010,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),RELACIONES FAMILIARES,2010,65+,FEMENINO,1
ASTURIAS (PRINCIPADO DE),PATRIMONIO,2010,65+,FEMENINO,469
ASTURIAS (PRINCIPADO DE),SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),FALSEDADES,2010,65+,FEMENINO,2
ASTURIAS (PRINCIPADO DE),ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),ADMÓN. JUSTICIA,2010,65+,FEMENINO,8
ASTURIAS (PRINCIPADO DE),ORDEN PÚBLICO,2010,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
ASTURIAS (PRINCIPADO DE),OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,1
BALEARS (ILLES),CONTRA LAS PERSONAS,2010,65+,FEMENINO,117
BALEARS (ILLES),CONTRA LA LIBERTAD,2010,65+,FEMENINO,36
BALEARS (ILLES),LIBERTAD SEXUAL,2010,65+,FEMENINO,1
BALEARS (ILLES),RELACIONES FAMILIARES,2010,65+,FEMENINO,1
BALEARS (ILLES),PATRIMONIO,2010,65+,FEMENINO,1211
BALEARS (ILLES),SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
BALEARS (ILLES),FALSEDADES,2010,65+,FEMENINO,1
BALEARS (ILLES),ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
BALEARS (ILLES),ADMÓN. JUSTICIA,2010,65+,FEMENINO,4
BALEARS (ILLES),ORDEN PÚBLICO,2010,65+,FEMENINO,0
BALEARS (ILLES),LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
BALEARS (ILLES),OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,1
CANARIAS,CONTRA LAS PERSONAS,2010,65+,FEMENINO,439
CANARIAS,CONTRA LA LIBERTAD,2010,65+,FEMENINO,59
CANARIAS,LIBERTAD SEXUAL,2010,65+,FEMENINO,0
CANARIAS,RELACIONES FAMILIARES,2010,65+,FEMENINO,7
CANARIAS,PATRIMONIO,2010,65+,FEMENINO,1461
CANARIAS,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
CANARIAS,FALSEDADES,2010,65+,FEMENINO,6
CANARIAS,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
CANARIAS,ADMÓN. JUSTICIA,2010,65+,FEMENINO,28
CANARIAS,ORDEN PÚBLICO,2010,65+,FEMENINO,1
CANARIAS,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
CANARIAS,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,3
CANTABRIA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,91
CANTABRIA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,12
CANTABRIA,LIBERTAD SEXUAL,2010,65+,FEMENINO,0
CANTABRIA,RELACIONES FAMILIARES,2010,65+,FEMENINO,0
CANTABRIA,PATRIMONIO,2010,65+,FEMENINO,410
CANTABRIA,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,3
CANTABRIA,FALSEDADES,2010,65+,FEMENINO,0
CANTABRIA,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
CANTABRIA,ADMÓN. JUSTICIA,2010,65+,FEMENINO,2
CANTABRIA,ORDEN PÚBLICO,2010,65+,FEMENINO,0
CANTABRIA,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
CANTABRIA,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,0
CASTILLA Y LEÓN,CONTRA LAS PERSONAS,2010,65+,FEMENINO,363
CASTILLA Y LEÓN,CONTRA LA LIBERTAD,2010,65+,FEMENINO,41
CASTILLA Y LEÓN,LIBERTAD SEXUAL,2010,65+,FEMENINO,3
CASTILLA Y LEÓN,RELACIONES FAMILIARES,2010,65+,FEMENINO,3
CASTILLA Y LEÓN,PATRIMONIO,2010,65+,FEMENINO,1702
CASTILLA Y LEÓN,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,1
CASTILLA Y LEÓN,FALSEDADES,2010,65+,FEMENINO,2
CASTILLA Y LEÓN,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
CASTILLA Y LEÓN,ADMÓN. JUSTICIA,2010,65+,FEMENINO,19
CASTILLA Y LEÓN,ORDEN PÚBLICO,2010,65+,FEMENINO,0
CASTILLA Y LEÓN,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
CASTILLA Y LEÓN,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,4
CASTILLA - LA MANCHA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,215
CASTILLA - LA MANCHA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,22
CASTILLA - LA MANCHA,LIBERTAD SEXUAL,2010,65+,FEMENINO,0
CASTILLA - LA MANCHA,RELACIONES FAMILIARES,2010,65+,FEMENINO,1
CASTILLA - LA MANCHA,PATRIMONIO,2010,65+,FEMENINO,682
CASTILLA - LA MANCHA,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
CASTILLA - LA MANCHA,FALSEDADES,2010,65+,FEMENINO,4
CASTILLA - LA MANCHA,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
CASTILLA - LA MANCHA,ADMÓN. JUSTICIA,2010,65+,FEMENINO,10
CASTILLA - LA MANCHA,ORDEN PÚBLICO,2010,65+,FEMENINO,1
CASTILLA - LA MANCHA,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
CASTILLA - LA MANCHA,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,0
CATALUÑA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,0
CATALUÑA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,0
CATALUÑA,LIBERTAD SEXUAL,2010,65+,FEMENINO,0
CATALUÑA,RELACIONES FAMILIARES,2010,65+,FEMENINO,0
CATALUÑA,PATRIMONIO,2010,65+,FEMENINO,111
CATALUÑA,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
CATALUÑA,FALSEDADES,2010,65+,FEMENINO,2
CATALUÑA,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
CATALUÑA,ADMÓN. JUSTICIA,2010,65+,FEMENINO,0
CATALUÑA,ORDEN PÚBLICO,2010,65+,FEMENINO,0
CATALUÑA,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
CATALUÑA,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,0
COMUNITAT VALENCIANA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,696
COMUNITAT VALENCIANA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,129
COMUNITAT VALENCIANA,LIBERTAD SEXUAL,2010,65+,FEMENINO,8
COMUNITAT VALENCIANA,RELACIONES FAMILIARES,2010,65+,FEMENINO,2
COMUNITAT VALENCIANA,PATRIMONIO,2010,65+,FEMENINO,6118
COMUNITAT VALENCIANA,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,6
COMUNITAT VALENCIANA,FALSEDADES,2010,65+,FEMENINO,14
COMUNITAT VALENCIANA,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
COMUNITAT VALENCIANA,ADMÓN. JUSTICIA,2010,65+,FEMENINO,47
COMUNITAT VALENCIANA,ORDEN PÚBLICO,2010,65+,FEMENINO,0
COMUNITAT VALENCIANA,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
COMUNITAT VALENCIANA,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,4
EXTREMADURA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,136
EXTREMADURA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,16
EXTREMADURA,LIBERTAD SEXUAL,2010,65+,FEMENINO,0
EXTREMADURA,RELACIONES FAMILIARES,2010,65+,FEMENINO,0
EXTREMADURA,PATRIMONIO,2010,65+,FEMENINO,339
EXTREMADURA,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
EXTREMADURA,FALSEDADES,2010,65+,FEMENINO,1
EXTREMADURA,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
EXTREMADURA,ADMÓN. JUSTICIA,2010,65+,FEMENINO,9
EXTREMADURA,ORDEN PÚBLICO,2010,65+,FEMENINO,0
EXTREMADURA,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
EXTREMADURA,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,2
GALICIA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,526
GALICIA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,108
GALICIA,LIBERTAD SEXUAL,2010,65+,FEMENINO,6
GALICIA,RELACIONES FAMILIARES,2010,65+,FEMENINO,1
GALICIA,PATRIMONIO,2010,65+,FEMENINO,1014
GALICIA,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
GALICIA,FALSEDADES,2010,65+,FEMENINO,3
GALICIA,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
GALICIA,ADMÓN. JUSTICIA,2010,65+,FEMENINO,24
GALICIA,ORDEN PÚBLICO,2010,65+,FEMENINO,5
GALICIA,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
GALICIA,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,0
MADRID (COMUNIDAD DE),CONTRA LAS PERSONAS,2010,65+,FEMENINO,651
MADRID (COMUNIDAD DE),CONTRA LA LIBERTAD,2010,65+,FEMENINO,93
MADRID (COMUNIDAD DE),LIBERTAD SEXUAL,2010,65+,FEMENINO,6
MADRID (COMUNIDAD DE),RELACIONES FAMILIARES,2010,65+,FEMENINO,7
MADRID (COMUNIDAD DE),PATRIMONIO,2010,65+,FEMENINO,9445
MADRID (COMUNIDAD DE),SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
MADRID (COMUNIDAD DE),FALSEDADES,2010,65+,FEMENINO,30
MADRID (COMUNIDAD DE),ADMÓN. PÚBLICA,2010,65+,FEMENINO,1
MADRID (COMUNIDAD DE),ADMÓN. JUSTICIA,2010,65+,FEMENINO,67
MADRID (COMUNIDAD DE),ORDEN PÚBLICO,2010,65+,FEMENINO,6
MADRID (COMUNIDAD DE),LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
MADRID (COMUNIDAD DE),OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,2
MURCIA (REGIÓN DE),CONTRA LAS PERSONAS,2010,65+,FEMENINO,162
MURCIA (REGIÓN DE),CONTRA LA LIBERTAD,2010,65+,FEMENINO,45
MURCIA (REGIÓN DE),LIBERTAD SEXUAL,2010,65+,FEMENINO,0
MURCIA (REGIÓN DE),RELACIONES FAMILIARES,2010,65+,FEMENINO,1
MURCIA (REGIÓN DE),PATRIMONIO,2010,65+,FEMENINO,749
MURCIA (REGIÓN DE),SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
MURCIA (REGIÓN DE),FALSEDADES,2010,65+,FEMENINO,5
MURCIA (REGIÓN DE),ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
MURCIA (REGIÓN DE),ADMÓN. JUSTICIA,2010,65+,FEMENINO,14
MURCIA (REGIÓN DE),ORDEN PÚBLICO,2010,65+,FEMENINO,0
MURCIA (REGIÓN DE),LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
MURCIA (REGIÓN DE),OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),CONTRA LAS PERSONAS,2010,65+,FEMENINO,25
NAVARRA (COMUNIDAD FORAL DE),CONTRA LA LIBERTAD,2010,65+,FEMENINO,9
NAVARRA (COMUNIDAD FORAL DE),LIBERTAD SEXUAL,2010,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),RELACIONES FAMILIARES,2010,65+,FEMENINO,1
NAVARRA (COMUNIDAD FORAL DE),PATRIMONIO,2010,65+,FEMENINO,247
NAVARRA (COMUNIDAD FORAL DE),SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),FALSEDADES,2010,65+,FEMENINO,2
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),ADMÓN. JUSTICIA,2010,65+,FEMENINO,1
NAVARRA (COMUNIDAD FORAL DE),ORDEN PÚBLICO,2010,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
NAVARRA (COMUNIDAD FORAL DE),OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,3
PAÍS VASCO,CONTRA LAS PERSONAS,2010,65+,FEMENINO,3
PAÍS VASCO,CONTRA LA LIBERTAD,2010,65+,FEMENINO,1
PAÍS VASCO,LIBERTAD SEXUAL,2010,65+,FEMENINO,0
PAÍS VASCO,RELACIONES FAMILIARES,2010,65+,FEMENINO,0
PAÍS VASCO,PATRIMONIO,2010,65+,FEMENINO,39
PAÍS VASCO,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
PAÍS VASCO,FALSEDADES,2010,65+,FEMENINO,2
PAÍS VASCO,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
PAÍS VASCO,ADMÓN. JUSTICIA,2010,65+,FEMENINO,0
PAÍS VASCO,ORDEN PÚBLICO,2010,65+,FEMENINO,0
PAÍS VASCO,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
PAÍS VASCO,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,0
RIOJA (LA),CONTRA LAS PERSONAS,2010,65+,FEMENINO,16
RIOJA (LA),CONTRA LA LIBERTAD,2010,65+,FEMENINO,4
RIOJA (LA),LIBERTAD SEXUAL,2010,65+,FEMENINO,0
RIOJA (LA),RELACIONES FAMILIARES,2010,65+,FEMENINO,0
RIOJA (LA),PATRIMONIO,2010,65+,FEMENINO,166
RIOJA (LA),SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
RIOJA (LA),FALSEDADES,2010,65+,FEMENINO,0
RIOJA (LA),ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
RIOJA (LA),ADMÓN. JUSTICIA,2010,65+,FEMENINO,2
RIOJA (LA),ORDEN PÚBLICO,2010,65+,FEMENINO,0
RIOJA (LA),LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
RIOJA (LA),OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,9
CIUDAD AUTÓNOMA DE CEUTA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,17
CIUDAD AUTÓNOMA DE CEUTA,LIBERTAD SEXUAL,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,RELACIONES FAMILIARES,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,PATRIMONIO,2010,65+,FEMENINO,19
CIUDAD AUTÓNOMA DE CEUTA,SEGURIDAD COLECTIVA,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,FALSEDADES,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. PÚBLICA,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ADMÓN. JUSTICIA,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,ORDEN PÚBLICO,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,LEGISLACIÓN ESPECIAL,2010,65+,FEMENINO,0
CIUDAD AUTÓNOMA DE CEUTA,OTRAS INFRACCIONES PENALES,2010,65+,FEMENINO,1
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LAS PERSONAS,2010,65+,FEMENINO,19
CIUDAD AUTÓNOMA DE MELILLA,CONTRA LA LIBERTAD,2010,65+,FEMENINO,5
CIUDAD AUTÓNOMA DE MELILLA,LIBERTAD SEXUAL,2010,65+,FEMENINO,0
